,Store,Date,IsHoliday,Dept,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,Type,Size
5667,1,2011-08-12,0,56.0,683.97,90.76,3.638,215.6057878,7.962,3,151315
5668,1,2011-08-12,0,80.0,20124.61,90.76,3.638,215.6057878,7.962,3,151315
5669,1,2011-08-12,0,2.0,45341.92,90.76,3.638,215.6057878,7.962,3,151315
5670,1,2011-08-12,0,16.0,17998.16,90.76,3.638,215.6057878,7.962,3,151315
5671,1,2011-08-12,0,95.0,138567.1,90.76,3.638,215.6057878,7.962,3,151315
5672,1,2011-08-12,0,34.0,11185.39,90.76,3.638,215.6057878,7.962,3,151315
5673,1,2011-08-12,0,17.0,8893.77,90.76,3.638,215.6057878,7.962,3,151315
5674,1,2011-08-12,0,67.0,5265.8,90.76,3.638,215.6057878,7.962,3,151315
5675,1,2011-08-12,0,8.0,31061.21,90.76,3.638,215.6057878,7.962,3,151315
5676,1,2011-08-12,0,35.0,1806.76,90.76,3.638,215.6057878,7.962,3,151315
5677,1,2011-08-12,0,21.0,7662.32,90.76,3.638,215.6057878,7.962,3,151315
5678,1,2011-08-12,0,91.0,71768.89,90.76,3.638,215.6057878,7.962,3,151315
5679,1,2011-08-12,0,41.0,969.5,90.76,3.638,215.6057878,7.962,3,151315
5680,1,2011-08-12,0,25.0,8731.19,90.76,3.638,215.6057878,7.962,3,151315
5681,1,2011-08-12,0,93.0,77994.13,90.76,3.638,215.6057878,7.962,3,151315
5682,1,2011-08-12,0,48.0,519.0,90.76,3.638,215.6057878,7.962,3,151315
5683,1,2011-08-12,0,74.0,12363.2,90.76,3.638,215.6057878,7.962,3,151315
5684,1,2011-08-12,0,12.0,11581.03,90.76,3.638,215.6057878,7.962,3,151315
5685,1,2011-08-12,0,54.0,53.16,90.76,3.638,215.6057878,7.962,3,151315
5686,1,2011-08-12,0,94.0,71110.75,90.76,3.638,215.6057878,7.962,3,151315
5687,1,2011-08-12,0,14.0,12652.58,90.76,3.638,215.6057878,7.962,3,151315
5688,1,2011-08-12,0,85.0,3173.58,90.76,3.638,215.6057878,7.962,3,151315
5689,1,2011-08-12,0,33.0,7364.64,90.76,3.638,215.6057878,7.962,3,151315
5690,1,2011-08-12,0,96.0,32767.41,90.76,3.638,215.6057878,7.962,3,151315
5691,1,2011-08-12,0,36.0,423.0,90.76,3.638,215.6057878,7.962,3,151315
5692,1,2011-08-12,0,7.0,14088.28,90.76,3.638,215.6057878,7.962,3,151315
5693,1,2011-08-12,0,20.0,4242.47,90.76,3.638,215.6057878,7.962,3,151315
5694,1,2011-08-12,0,37.0,2620.3,90.76,3.638,215.6057878,7.962,3,151315
5695,1,2011-08-12,0,92.0,139822.31,90.76,3.638,215.6057878,7.962,3,151315
5696,1,2011-08-12,0,72.0,39234.13,90.76,3.638,215.6057878,7.962,3,151315
5697,1,2011-08-12,0,98.0,11003.31,90.76,3.638,215.6057878,7.962,3,151315
5698,1,2011-08-12,0,38.0,69572.84,90.76,3.638,215.6057878,7.962,3,151315
5699,1,2011-08-12,0,87.0,40366.17,90.76,3.638,215.6057878,7.962,3,151315
5700,1,2011-08-12,0,22.0,8233.21,90.76,3.638,215.6057878,7.962,3,151315
5701,1,2011-08-12,0,30.0,3114.22,90.76,3.638,215.6057878,7.962,3,151315
5702,1,2011-08-12,0,5.0,21320.93,90.76,3.638,215.6057878,7.962,3,151315
5703,1,2011-08-12,0,11.0,23696.66,90.76,3.638,215.6057878,7.962,3,151315
5704,1,2011-08-12,0,4.0,37449.94,90.76,3.638,215.6057878,7.962,3,151315
5705,1,2011-08-12,0,83.0,6466.53,90.76,3.638,215.6057878,7.962,3,151315
5706,1,2011-08-12,0,6.0,3124.83,90.76,3.638,215.6057878,7.962,3,151315
5707,1,2011-08-12,0,28.0,302.76,90.76,3.638,215.6057878,7.962,3,151315
5708,1,2011-08-12,0,60.0,800.8,90.76,3.638,215.6057878,7.962,3,151315
5709,1,2011-08-12,0,40.0,51106.65,90.76,3.638,215.6057878,7.962,3,151315
5710,1,2011-08-12,0,47.0,0.0,90.76,3.638,215.6057878,7.962,3,151315
5711,1,2011-08-12,0,29.0,3339.78,90.76,3.638,215.6057878,7.962,3,151315
5712,1,2011-08-12,0,3.0,32148.93,90.76,3.638,215.6057878,7.962,3,151315
5713,1,2011-08-12,0,9.0,18708.23,90.76,3.638,215.6057878,7.962,3,151315
5714,1,2011-08-12,0,81.0,30549.41,90.76,3.638,215.6057878,7.962,3,151315
5715,1,2011-08-12,0,79.0,29878.13,90.76,3.638,215.6057878,7.962,3,151315
5716,1,2011-08-12,0,42.0,7308.1,90.76,3.638,215.6057878,7.962,3,151315
5717,1,2011-08-12,0,58.0,1365.0,90.76,3.638,215.6057878,7.962,3,151315
5718,1,2011-08-12,0,13.0,37593.97,90.76,3.638,215.6057878,7.962,3,151315
5719,1,2011-08-12,0,59.0,160.07,90.76,3.638,215.6057878,7.962,3,151315
5720,1,2011-08-12,0,55.0,9227.49,90.76,3.638,215.6057878,7.962,3,151315
5721,1,2011-08-19,0,14.0,11724.24,89.94,3.554,215.6693107,7.962,3,151315
5722,1,2011-08-19,0,71.0,4094.73,89.94,3.554,215.6693107,7.962,3,151315
5723,1,2011-08-19,0,25.0,8972.53,89.94,3.554,215.6693107,7.962,3,151315
5724,1,2011-08-19,0,49.0,13037.99,89.94,3.554,215.6693107,7.962,3,151315
5725,1,2011-08-19,0,95.0,133260.84,89.94,3.554,215.6693107,7.962,3,151315
5726,1,2011-08-19,0,23.0,23568.53,89.94,3.554,215.6693107,7.962,3,151315
5727,1,2011-08-19,0,1.0,14689.24,89.94,3.554,215.6693107,7.962,3,151315
5728,1,2011-08-19,0,27.0,1360.46,89.94,3.554,215.6693107,7.962,3,151315
5729,1,2011-08-19,0,24.0,14288.65,89.94,3.554,215.6693107,7.962,3,151315
5730,1,2011-08-19,0,19.0,849.58,89.94,3.554,215.6693107,7.962,3,151315
5731,1,2011-08-19,0,17.0,7974.09,89.94,3.554,215.6693107,7.962,3,151315
5732,1,2011-08-19,0,26.0,6590.93,89.94,3.554,215.6693107,7.962,3,151315
5733,1,2011-08-19,0,82.0,17513.33,89.94,3.554,215.6693107,7.962,3,151315
5734,1,2011-08-19,0,31.0,7873.37,89.94,3.554,215.6693107,7.962,3,151315
5735,1,2011-08-19,0,94.0,67602.79,89.94,3.554,215.6693107,7.962,3,151315
5736,1,2011-08-19,0,11.0,18661.68,89.94,3.554,215.6693107,7.962,3,151315
5737,1,2011-08-19,0,56.0,492.22,89.94,3.554,215.6693107,7.962,3,151315
5738,1,2011-08-19,0,44.0,4211.91,89.94,3.554,215.6693107,7.962,3,151315
5739,1,2011-08-19,0,9.0,18244.5,89.94,3.554,215.6693107,7.962,3,151315
5740,1,2011-08-19,0,52.0,1645.92,89.94,3.554,215.6693107,7.962,3,151315
5741,1,2011-08-19,0,46.0,17501.25,89.94,3.554,215.6693107,7.962,3,151315
5742,1,2011-08-19,0,90.0,88820.61,89.94,3.554,215.6693107,7.962,3,151315
5743,1,2011-08-19,0,67.0,4929.5,89.94,3.554,215.6693107,7.962,3,151315
5744,1,2011-08-19,0,3.0,41603.11,89.94,3.554,215.6693107,7.962,3,151315
5745,1,2011-08-19,0,96.0,29969.5,89.94,3.554,215.6693107,7.962,3,151315
5746,1,2011-08-19,0,2.0,46391.12,89.94,3.554,215.6693107,7.962,3,151315
5747,1,2011-08-19,0,22.0,6672.27,89.94,3.554,215.6693107,7.962,3,151315
5748,1,2011-08-19,0,79.0,32156.49,89.94,3.554,215.6693107,7.962,3,151315
5749,1,2011-08-19,0,48.0,490.0,89.94,3.554,215.6693107,7.962,3,151315
5750,1,2011-08-19,0,21.0,7619.8,89.94,3.554,215.6693107,7.962,3,151315
5751,1,2011-08-19,0,16.0,15998.18,89.94,3.554,215.6693107,7.962,3,151315
5752,1,2011-08-19,0,20.0,4403.03,89.94,3.554,215.6693107,7.962,3,151315
5753,1,2011-08-19,0,92.0,132026.43,89.94,3.554,215.6693107,7.962,3,151315
5754,1,2011-08-19,0,85.0,3363.95,89.94,3.554,215.6693107,7.962,3,151315
5755,1,2011-08-19,0,35.0,2666.68,89.94,3.554,215.6693107,7.962,3,151315
5756,1,2011-08-19,0,54.0,5.88,89.94,3.554,215.6693107,7.962,3,151315
5757,1,2011-08-19,0,10.0,28909.06,89.94,3.554,215.6693107,7.962,3,151315
5758,1,2011-08-19,0,36.0,457.76,89.94,3.554,215.6693107,7.962,3,151315
5759,1,2011-08-19,0,32.0,5079.24,89.94,3.554,215.6693107,7.962,3,151315
5760,1,2011-08-19,0,6.0,3717.28,89.94,3.554,215.6693107,7.962,3,151315
5761,1,2011-08-19,0,28.0,259.67,89.94,3.554,215.6693107,7.962,3,151315
5762,1,2011-08-19,0,55.0,7651.17,89.94,3.554,215.6693107,7.962,3,151315
5763,1,2011-08-19,0,98.0,11210.22,89.94,3.554,215.6693107,7.962,3,151315
5764,1,2011-08-19,0,74.0,12020.11,89.94,3.554,215.6693107,7.962,3,151315
5765,1,2011-08-19,0,93.0,75368.89,89.94,3.554,215.6693107,7.962,3,151315
5766,1,2011-08-19,0,34.0,11307.0,89.94,3.554,215.6693107,7.962,3,151315
5767,1,2011-08-19,0,99.0,510.0,89.94,3.554,215.6693107,7.962,3,151315
5768,1,2011-08-19,0,8.0,32707.8,89.94,3.554,215.6693107,7.962,3,151315
5769,1,2011-08-19,0,59.0,261.35,89.94,3.554,215.6693107,7.962,3,151315
5770,1,2011-08-19,0,91.0,67995.61,89.94,3.554,215.6693107,7.962,3,151315
5771,1,2011-08-19,0,30.0,3465.77,89.94,3.554,215.6693107,7.962,3,151315
5772,1,2011-08-19,0,83.0,5551.16,89.94,3.554,215.6693107,7.962,3,151315
5773,1,2011-08-19,0,41.0,676.0,89.94,3.554,215.6693107,7.962,3,151315
5774,1,2011-08-19,0,37.0,2622.13,89.94,3.554,215.6693107,7.962,3,151315
5775,1,2011-08-19,0,80.0,19146.71,89.94,3.554,215.6693107,7.962,3,151315
5776,1,2011-08-19,0,42.0,7730.8,89.94,3.554,215.6693107,7.962,3,151315
5777,1,2011-08-19,0,72.0,42481.55,89.94,3.554,215.6693107,7.962,3,151315
5778,1,2011-08-19,0,5.0,18643.51,89.94,3.554,215.6693107,7.962,3,151315
5779,1,2011-08-19,0,29.0,4158.06,89.94,3.554,215.6693107,7.962,3,151315
5780,1,2011-08-19,0,12.0,10094.04,89.94,3.554,215.6693107,7.962,3,151315
5781,1,2011-08-19,0,33.0,11860.56,89.94,3.554,215.6693107,7.962,3,151315
5782,1,2011-08-19,0,7.0,13413.8,89.94,3.554,215.6693107,7.962,3,151315
5783,1,2011-08-19,0,58.0,4645.0,89.94,3.554,215.6693107,7.962,3,151315
5784,1,2011-08-19,0,38.0,71090.57,89.94,3.554,215.6693107,7.962,3,151315
5785,1,2011-08-19,0,40.0,53241.38,89.94,3.554,215.6693107,7.962,3,151315
5786,1,2011-08-19,0,47.0,0.0,89.94,3.554,215.6693107,7.962,3,151315
5787,1,2011-08-19,0,97.0,38711.47,89.94,3.554,215.6693107,7.962,3,151315
5788,1,2011-08-19,0,81.0,30031.85,89.94,3.554,215.6693107,7.962,3,151315
5789,1,2011-08-19,0,4.0,39148.87,89.94,3.554,215.6693107,7.962,3,151315
5790,1,2011-08-19,0,60.0,765.6,89.94,3.554,215.6693107,7.962,3,151315
5791,1,2011-08-19,0,13.0,38533.7,89.94,3.554,215.6693107,7.962,3,151315
5792,1,2011-08-19,0,87.0,46018.41,89.94,3.554,215.6693107,7.962,3,151315
5793,1,2011-08-26,0,26.0,5089.68,87.96,3.523,215.7332258,7.962,3,151315
5794,1,2011-08-26,0,71.0,3212.68,87.96,3.523,215.7332258,7.962,3,151315
5795,1,2011-08-26,0,78.0,10.0,87.96,3.523,215.7332258,7.962,3,151315
5796,1,2011-08-26,0,6.0,3296.22,87.96,3.523,215.7332258,7.962,3,151315
5797,1,2011-08-26,0,55.0,6962.22,87.96,3.523,215.7332258,7.962,3,151315
5798,1,2011-08-26,0,31.0,10089.76,87.96,3.523,215.7332258,7.962,3,151315
5799,1,2011-08-26,0,17.0,9138.11,87.96,3.523,215.7332258,7.962,3,151315
5800,1,2011-08-26,0,8.0,32668.5,87.96,3.523,215.7332258,7.962,3,151315
5801,1,2011-08-26,0,19.0,698.48,87.96,3.523,215.7332258,7.962,3,151315
5802,1,2011-08-26,0,10.0,30630.65,87.96,3.523,215.7332258,7.962,3,151315
5803,1,2011-08-26,0,82.0,17447.29,87.96,3.523,215.7332258,7.962,3,151315
5804,1,2011-08-26,0,24.0,13670.95,87.96,3.523,215.7332258,7.962,3,151315
5805,1,2011-08-26,0,41.0,575.0,87.96,3.523,215.7332258,7.962,3,151315
5806,1,2011-08-26,0,79.0,29392.95,87.96,3.523,215.7332258,7.962,3,151315
5807,1,2011-08-26,0,12.0,8594.52,87.96,3.523,215.7332258,7.962,3,151315
5808,1,2011-08-26,0,56.0,551.54,87.96,3.523,215.7332258,7.962,3,151315
5809,1,2011-08-26,0,85.0,2591.24,87.96,3.523,215.7332258,7.962,3,151315
5810,1,2011-08-26,0,90.0,78805.43,87.96,3.523,215.7332258,7.962,3,151315
5811,1,2011-08-26,0,99.0,120.0,87.96,3.523,215.7332258,7.962,3,151315
5812,1,2011-08-26,0,21.0,7739.79,87.96,3.523,215.7332258,7.962,3,151315
5813,1,2011-08-26,0,45.0,35.91,87.96,3.523,215.7332258,7.962,3,151315
5814,1,2011-08-26,0,7.0,12116.03,87.96,3.523,215.7332258,7.962,3,151315
5815,1,2011-08-26,0,91.0,59197.5,87.96,3.523,215.7332258,7.962,3,151315
5816,1,2011-08-26,0,18.0,4.97,87.96,3.523,215.7332258,7.962,3,151315
5817,1,2011-08-26,0,42.0,6976.5,87.96,3.523,215.7332258,7.962,3,151315
5818,1,2011-08-26,0,27.0,1698.89,87.96,3.523,215.7332258,7.962,3,151315
5819,1,2011-08-26,0,1.0,14537.37,87.96,3.523,215.7332258,7.962,3,151315
5820,1,2011-08-26,0,48.0,913.0,87.96,3.523,215.7332258,7.962,3,151315
5821,1,2011-08-26,0,72.0,49944.34,87.96,3.523,215.7332258,7.962,3,151315
5822,1,2011-08-26,0,92.0,117474.47,87.96,3.523,215.7332258,7.962,3,151315
5823,1,2011-08-26,0,46.0,17963.72,87.96,3.523,215.7332258,7.962,3,151315
5824,1,2011-08-26,0,67.0,4865.55,87.96,3.523,215.7332258,7.962,3,151315
5825,1,2011-08-26,0,11.0,19767.53,87.96,3.523,215.7332258,7.962,3,151315
5826,1,2011-08-26,0,96.0,29743.7,87.96,3.523,215.7332258,7.962,3,151315
5827,1,2011-08-26,0,58.0,6070.0,87.96,3.523,215.7332258,7.962,3,151315
5828,1,2011-08-26,0,28.0,334.16,87.96,3.523,215.7332258,7.962,3,151315
5829,1,2011-08-26,0,20.0,4612.13,87.96,3.523,215.7332258,7.962,3,151315
5830,1,2011-08-26,0,97.0,33691.44,87.96,3.523,215.7332258,7.962,3,151315
5831,1,2011-08-26,0,44.0,4785.79,87.96,3.523,215.7332258,7.962,3,151315
5832,1,2011-08-26,0,23.0,24851.96,87.96,3.523,215.7332258,7.962,3,151315
5833,1,2011-08-26,0,16.0,11671.46,87.96,3.523,215.7332258,7.962,3,151315
5834,1,2011-08-26,0,40.0,54901.78,87.96,3.523,215.7332258,7.962,3,151315
5835,1,2011-08-26,0,13.0,38727.3,87.96,3.523,215.7332258,7.962,3,151315
5836,1,2011-08-26,0,33.0,11409.33,87.96,3.523,215.7332258,7.962,3,151315
5837,1,2011-08-26,0,30.0,3336.7,87.96,3.523,215.7332258,7.962,3,151315
5838,1,2011-08-26,0,36.0,394.58,87.96,3.523,215.7332258,7.962,3,151315
5839,1,2011-08-26,0,32.0,3152.72,87.96,3.523,215.7332258,7.962,3,151315
5840,1,2011-08-26,0,81.0,27927.33,87.96,3.523,215.7332258,7.962,3,151315
5841,1,2011-08-26,0,52.0,1712.89,87.96,3.523,215.7332258,7.962,3,151315
5842,1,2011-08-26,0,93.0,61528.93,87.96,3.523,215.7332258,7.962,3,151315
5843,1,2011-08-26,0,3.0,49775.52,87.96,3.523,215.7332258,7.962,3,151315
5844,1,2011-08-26,0,98.0,9876.7,87.96,3.523,215.7332258,7.962,3,151315
5845,1,2011-08-26,0,9.0,21140.44,87.96,3.523,215.7332258,7.962,3,151315
5846,1,2011-08-26,0,54.0,32.84,87.96,3.523,215.7332258,7.962,3,151315
5847,1,2011-08-26,0,34.0,10365.03,87.96,3.523,215.7332258,7.962,3,151315
5848,1,2011-08-26,0,37.0,2592.32,87.96,3.523,215.7332258,7.962,3,151315
5849,1,2011-08-26,0,94.0,66796.49,87.96,3.523,215.7332258,7.962,3,151315
5850,1,2011-08-26,0,74.0,13971.69,87.96,3.523,215.7332258,7.962,3,151315
5851,1,2011-08-26,0,35.0,2285.84,87.96,3.523,215.7332258,7.962,3,151315
5852,1,2011-08-26,0,95.0,122721.92,87.96,3.523,215.7332258,7.962,3,151315
5853,1,2011-08-26,0,87.0,45772.44,87.96,3.523,215.7332258,7.962,3,151315
5854,1,2011-08-26,0,60.0,906.4,87.96,3.523,215.7332258,7.962,3,151315
5855,1,2011-08-26,0,80.0,17705.84,87.96,3.523,215.7332258,7.962,3,151315
5856,1,2011-08-26,0,49.0,13517.07,87.96,3.523,215.7332258,7.962,3,151315
5857,1,2011-08-26,0,83.0,4055.53,87.96,3.523,215.7332258,7.962,3,151315
5858,1,2011-08-26,0,14.0,14364.42,87.96,3.523,215.7332258,7.962,3,151315
5859,1,2011-08-26,0,59.0,205.78,87.96,3.523,215.7332258,7.962,3,151315
5860,1,2011-08-26,0,29.0,3735.18,87.96,3.523,215.7332258,7.962,3,151315
5861,1,2011-08-26,0,38.0,60459.08,87.96,3.523,215.7332258,7.962,3,151315
5862,1,2011-08-26,0,5.0,15478.26,87.96,3.523,215.7332258,7.962,3,151315
5863,1,2011-08-26,0,4.0,37495.2,87.96,3.523,215.7332258,7.962,3,151315
5864,1,2011-08-26,0,25.0,10073.34,87.96,3.523,215.7332258,7.962,3,151315
5865,1,2011-08-26,0,22.0,8073.21,87.96,3.523,215.7332258,7.962,3,151315
5866,1,2011-08-26,0,2.0,47659.93,87.96,3.523,215.7332258,7.962,3,151315
5867,1,2011-09-02,0,45.0,11.97,87.83,3.533,215.7971409,7.962,3,151315
5868,1,2011-09-02,0,41.0,1345.5,87.83,3.533,215.7971409,7.962,3,151315
5869,1,2011-09-02,0,31.0,2012.19,87.83,3.533,215.7971409,7.962,3,151315
5870,1,2011-09-02,0,82.0,18775.72,87.83,3.533,215.7971409,7.962,3,151315
5871,1,2011-09-02,0,11.0,20626.08,87.83,3.533,215.7971409,7.962,3,151315
5872,1,2011-09-02,0,90.0,89094.73,87.83,3.533,215.7971409,7.962,3,151315
5873,1,2011-09-02,0,71.0,3393.53,87.83,3.533,215.7971409,7.962,3,151315
5874,1,2011-09-02,0,10.0,30606.87,87.83,3.533,215.7971409,7.962,3,151315
5875,1,2011-09-02,0,52.0,2063.86,87.83,3.533,215.7971409,7.962,3,151315
5876,1,2011-09-02,0,17.0,7577.4,87.83,3.533,215.7971409,7.962,3,151315
5877,1,2011-09-02,0,6.0,3461.79,87.83,3.533,215.7971409,7.962,3,151315
5878,1,2011-09-02,0,44.0,5085.98,87.83,3.533,215.7971409,7.962,3,151315
5879,1,2011-09-02,0,19.0,880.55,87.83,3.533,215.7971409,7.962,3,151315
5880,1,2011-09-02,0,37.0,2992.63,87.83,3.533,215.7971409,7.962,3,151315
5881,1,2011-09-02,0,8.0,34963.68,87.83,3.533,215.7971409,7.962,3,151315
5882,1,2011-09-02,0,16.0,15288.9,87.83,3.533,215.7971409,7.962,3,151315
5883,1,2011-09-02,0,55.0,11307.8,87.83,3.533,215.7971409,7.962,3,151315
5884,1,2011-09-02,0,27.0,826.83,87.83,3.533,215.7971409,7.962,3,151315
5885,1,2011-09-02,0,36.0,411.61,87.83,3.533,215.7971409,7.962,3,151315
5886,1,2011-09-02,0,56.0,1001.74,87.83,3.533,215.7971409,7.962,3,151315
5887,1,2011-09-02,0,99.0,20.0,87.83,3.533,215.7971409,7.962,3,151315
5888,1,2011-09-02,0,12.0,10325.4,87.83,3.533,215.7971409,7.962,3,151315
5889,1,2011-09-02,0,48.0,117.0,87.83,3.533,215.7971409,7.962,3,151315
5890,1,2011-09-02,0,85.0,3063.01,87.83,3.533,215.7971409,7.962,3,151315
5891,1,2011-09-02,0,67.0,5632.09,87.83,3.533,215.7971409,7.962,3,151315
5892,1,2011-09-02,0,95.0,130446.34,87.83,3.533,215.7971409,7.962,3,151315
5893,1,2011-09-02,0,93.0,73692.87,87.83,3.533,215.7971409,7.962,3,151315
5894,1,2011-09-02,0,96.0,32784.16,87.83,3.533,215.7971409,7.962,3,151315
5895,1,2011-09-02,0,7.0,14564.8,87.83,3.533,215.7971409,7.962,3,151315
5896,1,2011-09-02,0,28.0,342.96,87.83,3.533,215.7971409,7.962,3,151315
5897,1,2011-09-02,0,91.0,63542.29,87.83,3.533,215.7971409,7.962,3,151315
5898,1,2011-09-02,0,42.0,7687.29,87.83,3.533,215.7971409,7.962,3,151315
5899,1,2011-09-02,0,13.0,42713.81,87.83,3.533,215.7971409,7.962,3,151315
5900,1,2011-09-02,0,25.0,8186.36,87.83,3.533,215.7971409,7.962,3,151315
5901,1,2011-09-02,0,21.0,8384.67,87.83,3.533,215.7971409,7.962,3,151315
5902,1,2011-09-02,0,72.0,47054.71,87.83,3.533,215.7971409,7.962,3,151315
5903,1,2011-09-02,0,92.0,131142.28,87.83,3.533,215.7971409,7.962,3,151315
5904,1,2011-09-02,0,46.0,18204.34,87.83,3.533,215.7971409,7.962,3,151315
5905,1,2011-09-02,0,35.0,2081.31,87.83,3.533,215.7971409,7.962,3,151315
5906,1,2011-09-02,0,23.0,18827.59,87.83,3.533,215.7971409,7.962,3,151315
5907,1,2011-09-02,0,32.0,7591.17,87.83,3.533,215.7971409,7.962,3,151315
5908,1,2011-09-02,0,5.0,20432.91,87.83,3.533,215.7971409,7.962,3,151315
5909,1,2011-09-02,0,58.0,2720.0,87.83,3.533,215.7971409,7.962,3,151315
5910,1,2011-09-02,0,18.0,83.64,87.83,3.533,215.7971409,7.962,3,151315
5911,1,2011-09-02,0,2.0,49419.75,87.83,3.533,215.7971409,7.962,3,151315
5912,1,2011-09-02,0,98.0,10663.12,87.83,3.533,215.7971409,7.962,3,151315
5913,1,2011-09-02,0,40.0,57323.34,87.83,3.533,215.7971409,7.962,3,151315
5914,1,2011-09-02,0,20.0,4333.53,87.83,3.533,215.7971409,7.962,3,151315
5915,1,2011-09-02,0,74.0,12486.32,87.83,3.533,215.7971409,7.962,3,151315
5916,1,2011-09-02,0,34.0,8981.78,87.83,3.533,215.7971409,7.962,3,151315
5917,1,2011-09-02,0,33.0,4336.73,87.83,3.533,215.7971409,7.962,3,151315
5918,1,2011-09-02,0,59.0,180.85,87.83,3.533,215.7971409,7.962,3,151315
5919,1,2011-09-02,0,54.0,29.24,87.83,3.533,215.7971409,7.962,3,151315
5920,1,2011-09-02,0,81.0,29191.31,87.83,3.533,215.7971409,7.962,3,151315
5921,1,2011-09-02,0,14.0,12708.18,87.83,3.533,215.7971409,7.962,3,151315
5922,1,2011-09-02,0,24.0,4629.39,87.83,3.533,215.7971409,7.962,3,151315
5923,1,2011-09-02,0,29.0,3652.7,87.83,3.533,215.7971409,7.962,3,151315
5924,1,2011-09-02,0,26.0,4014.69,87.83,3.533,215.7971409,7.962,3,151315
5925,1,2011-09-02,0,80.0,18477.42,87.83,3.533,215.7971409,7.962,3,151315
5926,1,2011-09-02,0,9.0,38656.8,87.83,3.533,215.7971409,7.962,3,151315
5927,1,2011-09-02,0,60.0,1161.6,87.83,3.533,215.7971409,7.962,3,151315
5928,1,2011-09-02,0,83.0,6040.99,87.83,3.533,215.7971409,7.962,3,151315
5929,1,2011-09-02,0,30.0,2837.66,87.83,3.533,215.7971409,7.962,3,151315
5930,1,2011-09-02,0,97.0,36907.61,87.83,3.533,215.7971409,7.962,3,151315
5931,1,2011-09-02,0,3.0,19604.47,87.83,3.533,215.7971409,7.962,3,151315
5932,1,2011-09-02,0,22.0,7166.39,87.83,3.533,215.7971409,7.962,3,151315
5933,1,2011-09-02,0,49.0,11004.04,87.83,3.533,215.7971409,7.962,3,151315
5934,1,2011-09-02,0,38.0,86374.76,87.83,3.533,215.7971409,7.962,3,151315
5935,1,2011-09-02,0,4.0,36589.07,87.83,3.533,215.7971409,7.962,3,151315
5936,1,2011-09-02,0,94.0,69864.82,87.83,3.533,215.7971409,7.962,3,151315
5937,1,2011-09-02,0,79.0,40331.25,87.83,3.533,215.7971409,7.962,3,151315
5938,1,2011-09-02,0,87.0,56613.78,87.83,3.533,215.7971409,7.962,3,151315
5939,1,2011-09-02,0,1.0,15277.27,87.83,3.533,215.7971409,7.962,3,151315
5940,1,2011-09-09,1,71.0,3114.58,76.0,3.546,215.861056,7.962,3,151315
5941,1,2011-09-09,1,45.0,11.97,76.0,3.546,215.861056,7.962,3,151315
5942,1,2011-09-09,1,25.0,9241.48,76.0,3.546,215.861056,7.962,3,151315
5943,1,2011-09-09,1,27.0,786.47,76.0,3.546,215.861056,7.962,3,151315
5944,1,2011-09-09,1,36.0,804.22,76.0,3.546,215.861056,7.962,3,151315
5945,1,2011-09-09,1,90.0,90974.88,76.0,3.546,215.861056,7.962,3,151315
5946,1,2011-09-09,1,67.0,5666.3,76.0,3.546,215.861056,7.962,3,151315
5947,1,2011-09-09,1,41.0,971.0,76.0,3.546,215.861056,7.962,3,151315
5948,1,2011-09-09,1,48.0,786.0,76.0,3.546,215.861056,7.962,3,151315
5949,1,2011-09-09,1,95.0,133762.77,76.0,3.546,215.861056,7.962,3,151315
5950,1,2011-09-09,1,6.0,6147.43,76.0,3.546,215.861056,7.962,3,151315
5951,1,2011-09-09,1,10.0,31416.52,76.0,3.546,215.861056,7.962,3,151315
5952,1,2011-09-09,1,16.0,17838.29,76.0,3.546,215.861056,7.962,3,151315
5953,1,2011-09-09,1,98.0,11580.27,76.0,3.546,215.861056,7.962,3,151315
5954,1,2011-09-09,1,40.0,56234.81,76.0,3.546,215.861056,7.962,3,151315
5955,1,2011-09-09,1,44.0,5234.34,76.0,3.546,215.861056,7.962,3,151315
5956,1,2011-09-09,1,56.0,1342.15,76.0,3.546,215.861056,7.962,3,151315
5957,1,2011-09-09,1,8.0,34246.67,76.0,3.546,215.861056,7.962,3,151315
5958,1,2011-09-09,1,33.0,4168.88,76.0,3.546,215.861056,7.962,3,151315
5959,1,2011-09-09,1,46.0,16566.4,76.0,3.546,215.861056,7.962,3,151315
5960,1,2011-09-09,1,11.0,20208.4,76.0,3.546,215.861056,7.962,3,151315
5961,1,2011-09-09,1,96.0,32182.39,76.0,3.546,215.861056,7.962,3,151315
5962,1,2011-09-09,1,7.0,13370.82,76.0,3.546,215.861056,7.962,3,151315
5963,1,2011-09-09,1,28.0,483.05,76.0,3.546,215.861056,7.962,3,151315
5964,1,2011-09-09,1,19.0,990.6,76.0,3.546,215.861056,7.962,3,151315
5965,1,2011-09-09,1,2.0,43315.85,76.0,3.546,215.861056,7.962,3,151315
5966,1,2011-09-09,1,24.0,4212.08,76.0,3.546,215.861056,7.962,3,151315
5967,1,2011-09-09,1,14.0,13550.53,76.0,3.546,215.861056,7.962,3,151315
5968,1,2011-09-09,1,13.0,38045.63,76.0,3.546,215.861056,7.962,3,151315
5969,1,2011-09-09,1,87.0,50145.72,76.0,3.546,215.861056,7.962,3,151315
5970,1,2011-09-09,1,37.0,3015.32,76.0,3.546,215.861056,7.962,3,151315
